server_name,tool_name,tool_description,parameter_name,schema_type,datatype,parameter_description,is_required
lara-translate,lara-translate_translate,"Translate text between languages with support for language detection, context-aware translations and translation memories using Lara Translate.",target,Input,String,"The target language code (e.g., 'it-IT' for Italian). This specifies the language you want the text translated into.",Required
lara-translate,lara-translate_translate,"Translate text between languages with support for language detection, context-aware translations and translation memories using Lara Translate.",text,Input,Array,An array of text blocks to translate. Each block contains a text string and a boolean indicating whether it should be translated. This allows for selective translation where some text blocks can be preserved in their original form while others are translated.,Required
lara-translate,lara-translate_update_memory,Updates a translation memory in your Lara Translate account.,id,Input,String,The unique identifier of the memory to update. Format: mem_xyz123,Required
lara-translate,lara-translate_update_memory,Updates a translation memory in your Lara Translate account.,name,Input,String,The new name for the memory,Required
mcp-code-executor,mcp-code-executor_append_to_code_file,"Append content to an existing Python code file. Use this to add more code to a file created with initialize_code_file, allowing you to build up larger code bases in parts.",content,Input,String,Content to append to the file,Required
mcp-code-executor,mcp-code-executor_append_to_code_file,"Append content to an existing Python code file. Use this to add more code to a file created with initialize_code_file, allowing you to build up larger code bases in parts.",file_path,Input,String,Full path to the file,Required
mcp-code-executor,mcp-code-executor_check_installed_packages,Check if packages are installed in the venv-uv environment,packages,Input,Array,List of packages to check,Required
mcp-code-executor,mcp-code-executor_configure_environment,Change the environment configuration settings,conda_name,Input,String,Name of the conda environment (required if type is 'conda'),Optional
mcp-code-executor,mcp-code-executor_configure_environment,Change the environment configuration settings,type,Input,String,Type of Python environment,Required
mcp-code-executor,mcp-code-executor_configure_environment,Change the environment configuration settings,uv_venv_path,Input,String,Path to the UV virtualenv (required if type is 'venv-uv'),Optional
mcp-code-executor,mcp-code-executor_configure_environment,Change the environment configuration settings,venv_path,Input,String,Path to the virtualenv (required if type is 'venv'),Optional
mcp-code-executor,mcp-code-executor_execute_code,"Execute Python code in the venv-uv environment. For short code snippets only. For longer code, use initialize_code_file and append_to_code_file instead.",code,Input,String,Python code to execute,Required
mcp-code-executor,mcp-code-executor_execute_code,"Execute Python code in the venv-uv environment. For short code snippets only. For longer code, use initialize_code_file and append_to_code_file instead.",filename,Input,String,Optional: Name of the file to save the code (default: generated UUID),Optional
mcp-code-executor,mcp-code-executor_execute_code_file,Execute an existing Python file. Use this as the final step after building up code with initialize_code_file and append_to_code_file.,file_path,Input,String,Full path to the Python file to execute,Required
mcp-code-executor,mcp-code-executor_initialize_code_file,Create a new Python file with initial content. Use this as the first step for longer code that may exceed token limits. Follow with append_to_code_file for additional code.,content,Input,String,Initial content to write to the file,Required
mcp-code-executor,mcp-code-executor_initialize_code_file,Create a new Python file with initial content. Use this as the first step for longer code that may exceed token limits. Follow with append_to_code_file for additional code.,filename,Input,String,Optional: Name of the file (default: generated UUID),Optional
mcp-code-executor,mcp-code-executor_install_dependencies,Install Python dependencies in the venv-uv environment,packages,Input,Array,List of packages to install,Required
mcp-code-executor,mcp-code-executor_read_code_file,Read the content of an existing Python code file. Use this to verify the current state of a file before appending more content or executing it.,file_path,Input,String,Full path to the file to read,Required
mcp-server-code-runner,mcp-server-code-runner_run-code,Run code snippet and return the result.,code,Input,String,Code Snippet,Required
mcp-server-code-runner,mcp-server-code-runner_run-code,Run code snippet and return the result.,languageId,Input,String,Language ID,Required
memory,memory_add_observations,Add new observations to existing entities in the knowledge graph,observations,Input,Array,,Required
memory,memory_create_entities,Create multiple new entities in the knowledge graph,entities,Input,Array,,Required
memory,memory_create_relations,Create multiple new relations between entities in the knowledge graph. Relations should be in active voice,relations,Input,Array,,Required
memory,memory_delete_entities,Delete multiple entities and their associated relations from the knowledge graph,entityNames,Input,Array,An array of entity names to delete,Required
memory,memory_delete_observations,Delete specific observations from entities in the knowledge graph,deletions,Input,Array,,Required
memory,memory_delete_relations,Delete multiple relations from the knowledge graph,relations,Input,Array,An array of relations to delete,Required
memory,memory_open_nodes,Open specific nodes in the knowledge graph by their names,names,Input,Array,An array of entity names to retrieve,Required
memory,memory_search_nodes,Search for nodes in the knowledge graph based on a query,query,Input,String,"The search query to match against entity names, types, and observation content",Required
met-museum,met-museum_get-museum-object,"Get a museum object by its ID, from the Metropolitan Museum of Art Collection",objectId,Input,Number,The ID of the museum object to retrieve,Required
met-museum,met-museum_get-museum-object,"Get a museum object by its ID, from the Metropolitan Museum of Art Collection",returnImage,Input,Boolean,Whether to return the image (if available) of the object and add it to the server resources,Optional
met-museum,met-museum_search-museum-objects,"Search for objects in the Metropolitan Museum of Art (Met Museum). Will return Total objects found, followed by a list of Object Ids.The parameter title should be set to true if you want to search for objects by title.The parameter hasImages is false by default, but can be set to true to return objects without images.If the parameter hasImages is true, the parameter title should be false.",departmentId,Input,Number,Returns objects that are in the specified department. The departmentId should come from the 'list-departments' tool.,Optional
met-museum,met-museum_search-museum-objects,"Search for objects in the Metropolitan Museum of Art (Met Museum). Will return Total objects found, followed by a list of Object Ids.The parameter title should be set to true if you want to search for objects by title.The parameter hasImages is false by default, but can be set to true to return objects without images.If the parameter hasImages is true, the parameter title should be false.",hasImages,Input,Boolean,Only returns objects that have images,Optional
met-museum,met-museum_search-museum-objects,"Search for objects in the Metropolitan Museum of Art (Met Museum). Will return Total objects found, followed by a list of Object Ids.The parameter title should be set to true if you want to search for objects by title.The parameter hasImages is false by default, but can be set to true to return objects without images.If the parameter hasImages is true, the parameter title should be false.",q,Input,String,"The search query, Returns a listing of all Object IDs for objects that contain the search query within the object's data",Required
met-museum,met-museum_search-museum-objects,"Search for objects in the Metropolitan Museum of Art (Met Museum). Will return Total objects found, followed by a list of Object Ids.The parameter title should be set to true if you want to search for objects by title.The parameter hasImages is false by default, but can be set to true to return objects without images.If the parameter hasImages is true, the parameter title should be false.",title,Input,Boolean,This should be set to true if you want to search for objects by title,Optional
mongodb,mongodb_aggregate,Run an aggregation against a MongoDB collection,collection,Input,String,Collection name,Required
mongodb,mongodb_aggregate,Run an aggregation against a MongoDB collection,database,Input,String,Database name,Required
mongodb,mongodb_aggregate,Run an aggregation against a MongoDB collection,pipeline,Input,Array,An array of aggregation stages to execute,Required
mongodb,mongodb_collection-indexes,Describe the indexes for a collection,collection,Input,String,Collection name,Required
mongodb,mongodb_collection-indexes,Describe the indexes for a collection,database,Input,String,Database name,Required
mongodb,mongodb_collection-schema,Describe the schema for a collection,collection,Input,String,Collection name,Required
mongodb,mongodb_collection-schema,Describe the schema for a collection,database,Input,String,Database name,Required
mongodb,mongodb_collection-storage-size,Gets the size of the collection,collection,Input,String,Collection name,Required
mongodb,mongodb_collection-storage-size,Gets the size of the collection,database,Input,String,Database name,Required
mongodb,mongodb_count,Gets the number of documents in a MongoDB collection using db.collection.count() and query as an optional filter parameter,collection,Input,String,Collection name,Required
mongodb,mongodb_count,Gets the number of documents in a MongoDB collection using db.collection.count() and query as an optional filter parameter,database,Input,String,Database name,Required
mongodb,mongodb_count,Gets the number of documents in a MongoDB collection using db.collection.count() and query as an optional filter parameter,query,Input,Object,A filter/query parameter. Allows users to filter the documents to count. Matches the syntax of the filter argument of db.collection.count().,Optional
mongodb,mongodb_create-collection,"Creates a new collection in a database. If the database doesn't exist, it will be created automatically.",collection,Input,String,Collection name,Required
mongodb,mongodb_create-collection,"Creates a new collection in a database. If the database doesn't exist, it will be created automatically.",database,Input,String,Database name,Required
mongodb,mongodb_create-index,Create an index for a collection,collection,Input,String,Collection name,Required
mongodb,mongodb_create-index,Create an index for a collection,database,Input,String,Database name,Required
mongodb,mongodb_create-index,Create an index for a collection,keys,Input,Object,The index definition,Required
mongodb,mongodb_create-index,Create an index for a collection,name,Input,String,The name of the index,Optional
mongodb,mongodb_db-stats,Returns statistics that reflect the use state of a single database,database,Input,String,Database name,Required
mongodb,mongodb_delete-many,Removes all documents that match the filter from a MongoDB collection,collection,Input,String,Collection name,Required
mongodb,mongodb_delete-many,Removes all documents that match the filter from a MongoDB collection,database,Input,String,Database name,Required
mongodb,mongodb_delete-many,Removes all documents that match the filter from a MongoDB collection,filter,Input,Object,"The query filter, specifying the deletion criteria. Matches the syntax of the filter argument of db.collection.deleteMany()",Optional
mongodb,mongodb_drop-collection,Removes a collection or view from the database. The method also removes any indexes associated with the dropped collection.,collection,Input,String,Collection name,Required
mongodb,mongodb_drop-collection,Removes a collection or view from the database. The method also removes any indexes associated with the dropped collection.,database,Input,String,Database name,Required
mongodb,mongodb_drop-database,"Removes the specified database, deleting the associated data files",database,Input,String,Database name,Required
mongodb,mongodb_explain,Returns statistics describing the execution of the winning plan chosen by the query optimizer for the evaluated method,collection,Input,String,Collection name,Required
mongodb,mongodb_explain,Returns statistics describing the execution of the winning plan chosen by the query optimizer for the evaluated method,database,Input,String,Database name,Required
mongodb,mongodb_explain,Returns statistics describing the execution of the winning plan chosen by the query optimizer for the evaluated method,method,Input,Array,The method and its arguments to run,Required
mongodb,mongodb_find,Run a find query against a MongoDB collection,collection,Input,String,Collection name,Required
mongodb,mongodb_find,Run a find query against a MongoDB collection,database,Input,String,Database name,Required
mongodb,mongodb_find,Run a find query against a MongoDB collection,filter,Input,Object,"The query filter, matching the syntax of the query argument of db.collection.find()",Optional
mongodb,mongodb_find,Run a find query against a MongoDB collection,limit,Input,Number,The maximum number of documents to return,Optional
mongodb,mongodb_find,Run a find query against a MongoDB collection,projection,Input,Object,"The projection, matching the syntax of the projection argument of db.collection.find()",Optional
mongodb,mongodb_find,Run a find query against a MongoDB collection,sort,Input,Object,"A document, describing the sort order, matching the syntax of the sort argument of cursor.sort(). The keys of the object are the fields to sort on, while the values are the sort directions (1 for ascending, -1 for descending).",Optional
mongodb,mongodb_insert-many,Insert an array of documents into a MongoDB collection,collection,Input,String,Collection name,Required
mongodb,mongodb_insert-many,Insert an array of documents into a MongoDB collection,database,Input,String,Database name,Required
mongodb,mongodb_insert-many,Insert an array of documents into a MongoDB collection,documents,Input,Array,"The array of documents to insert, matching the syntax of the document argument of db.collection.insertMany()",Required
mongodb,mongodb_list-collections,List all collections for a given database,database,Input,String,Database name,Required
mongodb,mongodb_mongodb-logs,Returns the most recent logged mongod events,limit,Input,Integer,The maximum number of log entries to return.,Optional
mongodb,mongodb_mongodb-logs,Returns the most recent logged mongod events,type,Input,String,"The type of logs to return. Global returns all recent log entries, while startupWarnings returns only warnings and errors from when the process started.",Optional
mongodb,mongodb_rename-collection,Renames a collection in a MongoDB database,collection,Input,String,Collection name,Required
mongodb,mongodb_rename-collection,Renames a collection in a MongoDB database,database,Input,String,Database name,Required
mongodb,mongodb_rename-collection,Renames a collection in a MongoDB database,dropTarget,Input,Boolean,"If true, drops the target collection if it exists",Optional
mongodb,mongodb_rename-collection,Renames a collection in a MongoDB database,newName,Input,String,The new name for the collection,Required
mongodb,mongodb_switch-connection,"Switch to a different MongoDB connection. If the user has configured a connection string or has previously called the connect tool, a connection is already established and there's no need to call this tool unless the user has explicitly requested to switch to a new instance.",connectionString,Input,String,MongoDB connection string to switch to (in the mongodb:// or mongodb+srv:// format),Optional
mongodb,mongodb_update-many,Updates all documents that match the specified filter for a collection,collection,Input,String,Collection name,Required
mongodb,mongodb_update-many,Updates all documents that match the specified filter for a collection,database,Input,String,Database name,Required
mongodb,mongodb_update-many,Updates all documents that match the specified filter for a collection,filter,Input,Object,"The selection criteria for the update, matching the syntax of the filter argument of db.collection.updateOne()",Optional
mongodb,mongodb_update-many,Updates all documents that match the specified filter for a collection,update,Input,Object,An update document describing the modifications to apply using update operator expressions,Required
mongodb,mongodb_update-many,Updates all documents that match the specified filter for a collection,upsert,Input,Boolean,Controls whether to insert a new document if no documents match the filter,Optional
national-parks,national-parks_findParks,"Search for national parks based on state, name, activities, or other criteria",activities,Input,String,"Filter by available activities (e.g., ""hiking,camping"")",Optional
national-parks,national-parks_findParks,"Search for national parks based on state, name, activities, or other criteria",limit,Input,Number,"Maximum number of parks to return (default: 10, max: 50)",Optional
national-parks,national-parks_findParks,"Search for national parks based on state, name, activities, or other criteria",q,Input,String,Search term to filter parks by name or description,Optional
national-parks,national-parks_findParks,"Search for national parks based on state, name, activities, or other criteria",start,Input,Number,Start position for results (useful for pagination),Optional
national-parks,national-parks_findParks,"Search for national parks based on state, name, activities, or other criteria",stateCode,Input,String,"Filter parks by state code (e.g., ""CA"" for California, ""NY"" for New York). Multiple states can be comma-separated (e.g., ""CA,OR,WA"")",Optional
national-parks,national-parks_getAlerts,"Get current alerts for national parks including closures, hazards, and important information",limit,Input,Number,"Maximum number of alerts to return (default: 10, max: 50)",Optional
national-parks,national-parks_getAlerts,"Get current alerts for national parks including closures, hazards, and important information",parkCode,Input,String,"Filter alerts by park code (e.g., ""yose"" for Yosemite). Multiple parks can be comma-separated (e.g., ""yose,grca"").",Optional
national-parks,national-parks_getAlerts,"Get current alerts for national parks including closures, hazards, and important information",q,Input,String,Search term to filter alerts by title or description,Optional
national-parks,national-parks_getAlerts,"Get current alerts for national parks including closures, hazards, and important information",start,Input,Number,Start position for results (useful for pagination),Optional
national-parks,national-parks_getCampgrounds,Get information about available campgrounds and their amenities,limit,Input,Number,"Maximum number of campgrounds to return (default: 10, max: 50)",Optional
national-parks,national-parks_getCampgrounds,Get information about available campgrounds and their amenities,parkCode,Input,String,"Filter campgrounds by park code (e.g., ""yose"" for Yosemite). Multiple parks can be comma-separated (e.g., ""yose,grca"").",Optional
national-parks,national-parks_getCampgrounds,Get information about available campgrounds and their amenities,q,Input,String,Search term to filter campgrounds by name or description,Optional
national-parks,national-parks_getCampgrounds,Get information about available campgrounds and their amenities,start,Input,Number,Start position for results (useful for pagination),Optional
national-parks,national-parks_getEvents,Find upcoming events at parks,dateEnd,Input,String,End date for filtering events (format: YYYY-MM-DD),Optional
national-parks,national-parks_getEvents,Find upcoming events at parks,dateStart,Input,String,Start date for filtering events (format: YYYY-MM-DD),Optional
national-parks,national-parks_getEvents,Find upcoming events at parks,limit,Input,Number,"Maximum number of events to return (default: 10, max: 50)",Optional
national-parks,national-parks_getEvents,Find upcoming events at parks,parkCode,Input,String,"Filter events by park code (e.g., ""yose"" for Yosemite). Multiple parks can be comma-separated (e.g., ""yose,grca"").",Optional
national-parks,national-parks_getEvents,Find upcoming events at parks,q,Input,String,Search term to filter events by title or description,Optional
national-parks,national-parks_getEvents,Find upcoming events at parks,start,Input,Number,Start position for results (useful for pagination),Optional
national-parks,national-parks_getParkDetails,Get detailed information about a specific national park,parkCode,Input,String,"The park code of the national park (e.g., ""yose"" for Yosemite, ""grca"" for Grand Canyon)",Required
national-parks,national-parks_getVisitorCenters,Get information about visitor centers and their operating hours,limit,Input,Number,"Maximum number of visitor centers to return (default: 10, max: 50)",Optional
national-parks,national-parks_getVisitorCenters,Get information about visitor centers and their operating hours,parkCode,Input,String,"Filter visitor centers by park code (e.g., ""yose"" for Yosemite). Multiple parks can be comma-separated (e.g., ""yose,grca"").",Optional
national-parks,national-parks_getVisitorCenters,Get information about visitor centers and their operating hours,q,Input,String,Search term to filter visitor centers by name or description,Optional
national-parks,national-parks_getVisitorCenters,Get information about visitor centers and their operating hours,start,Input,Number,Start position for results (useful for pagination),Optional
notion,notion_API-create-a-comment,Create comment,parent,Input,Object,The page that contains the comment,Required
notion,notion_API-create-a-comment,Create comment,rich_text,Input,Array,,Required
notion,notion_API-create-a-database,Create a database,parent,Input,Object,,Required
notion,notion_API-create-a-database,Create a database,properties,Input,Object,Property schema of database. The keys are the names of properties as they appear in Notion and the values are [property schema objects](https://developers.notion.com/reference/property-schema-object).,Required
notion,notion_API-create-a-database,Create a database,title,Input,Array,,Optional
notion,notion_API-delete-a-block,Delete a block,block_id,Input,String,Identifier for a Notion block,Required
notion,notion_API-get-block-children,Retrieve block children,block_id,Input,String,Identifier for a [block](ref:block),Required
notion,notion_API-get-block-children,Retrieve block children,page_size,Input,Integer,The number of items from the full list desired in the response. Maximum: 100,Optional
notion,notion_API-get-block-children,Retrieve block children,start_cursor,Input,String,"If supplied, this endpoint will return a page of results starting after the cursor provided. If not supplied, this endpoint will return the first page of results.",Optional
notion,notion_API-get-user,"Retrieve a user
Error Responses:
400: 400",user_id,Input,String,,Required
notion,notion_API-get-users,"List all users
Error Responses:
400: 400",page_size,Input,Integer,The number of items from the full list desired in the response. Maximum: 100,Optional
notion,notion_API-get-users,"List all users
Error Responses:
400: 400",start_cursor,Input,String,"If supplied, this endpoint will return a page of results starting after the cursor provided. If not supplied, this endpoint will return the first page of results.",Optional
notion,notion_API-patch-block-children,Append block children,after,Input,String,The ID of the existing block that the new block should be appended after.,Optional
notion,notion_API-patch-block-children,Append block children,block_id,Input,String,Identifier for a [block](ref:block). Also accepts a [page](ref:page) ID.,Required
notion,notion_API-patch-block-children,Append block children,children,Input,Array,Child content to append to a container block as an array of [block objects](ref:block),Required
notion,notion_API-patch-page,Update page properties,archived,Input,Boolean,,Optional
notion,notion_API-patch-page,Update page properties,cover,Input,Object,A cover image for the page. Only [external file objects](https://developers.notion.com/reference/file-object) are supported.,Optional
notion,notion_API-patch-page,Update page properties,icon,Input,Object,A page icon for the page. Supported types are [external file object](https://developers.notion.com/reference/file-object) or [emoji object](https://developers.notion.com/reference/emoji-object).,Optional
notion,notion_API-patch-page,Update page properties,in_trash,Input,Boolean,Set to true to delete a block. Set to false to restore a block.,Optional
notion,notion_API-patch-page,Update page properties,page_id,Input,String,The identifier for the Notion page to be updated.,Required
notion,notion_API-patch-page,Update page properties,properties,Input,Object,"The property values to update for the page. The keys are the names or IDs of the property and the values are property values. If a page property ID is not included, then it is not changed.",Optional
notion,notion_API-post-database-query,Query a database,archived,Input,Boolean,,Optional
notion,notion_API-post-database-query,Query a database,database_id,Input,String,Identifier for a Notion database.,Required
notion,notion_API-post-database-query,Query a database,filter,Input,Object,"When supplied, limits which pages are returned based on the [filter conditions](ref:post-database-query-filter).",Optional
notion,notion_API-post-database-query,Query a database,filter_properties,Input,Array,A list of page property value IDs associated with the database. Use this param to limit the response to a specific page property value or values for pages that meet the `filter` criteria.,Optional
notion,notion_API-post-database-query,Query a database,in_trash,Input,Boolean,,Optional
notion,notion_API-post-database-query,Query a database,page_size,Input,Integer,The number of items from the full list desired in the response. Maximum: 100,Optional
notion,notion_API-post-database-query,Query a database,sorts,Input,Array,"When supplied, orders the results based on the provided [sort criteria](ref:post-database-query-sort).",Optional
notion,notion_API-post-database-query,Query a database,start_cursor,Input,String,"When supplied, returns a page of results starting after the cursor provided. If not supplied, this endpoint will return the first page of results.",Optional
notion,notion_API-post-page,Create a page,children,Input,Array,"The content to be rendered on the new page, represented as an array of [block objects](https://developers.notion.com/reference/block).",Optional
notion,notion_API-post-page,Create a page,cover,Input,String,"The cover image of the new page, represented as a [file object](https://developers.notion.com/reference/file-object).",Optional
notion,notion_API-post-page,Create a page,icon,Input,String,The icon of the new page. Either an [emoji object](https://developers.notion.com/reference/emoji-object) or an [external file object](https://developers.notion.com/reference/file-object)..,Optional
notion,notion_API-post-page,Create a page,parent,Input,Object,,Required
notion,notion_API-post-page,Create a page,properties,Input,Object,,Required
notion,notion_API-post-search,Search by title,filter,Input,Object,"A set of criteria, `value` and `property` keys, that limits the results to either only pages or only databases. Possible `value` values are `""page""` or `""database""`. The only supported `property` value is `""object""`.",Optional
notion,notion_API-post-search,Search by title,page_size,Input,Integer,The number of items from the full list to include in the response. Maximum: `100`.,Optional
notion,notion_API-post-search,Search by title,query,Input,String,The text that the API compares page and database titles against.,Optional
notion,notion_API-post-search,Search by title,sort,Input,Object,"A set of criteria, `direction` and `timestamp` keys, that orders the results. The **only** supported timestamp value is `""last_edited_time""`. Supported `direction` values are `""ascending""` and `""descending""`. If `sort` is not provided, then the most recently edited results are returned first.",Optional
notion,notion_API-post-search,Search by title,start_cursor,Input,String,"A `cursor` value returned in a previous response that If supplied, limits the response to results starting after the `cursor`. If not supplied, then the first page of results is returned. Refer to [pagination](https://developers.notion.com/reference/intro#pagination) for more details.",Optional
notion,notion_API-retrieve-a-block,Retrieve a block,block_id,Input,String,Identifier for a Notion block,Required
notion,notion_API-retrieve-a-comment,Retrieve comments,block_id,Input,String,Identifier for a Notion block or page,Required
notion,notion_API-retrieve-a-comment,Retrieve comments,page_size,Input,Integer,The number of items from the full list desired in the response. Maximum: 100,Optional
notion,notion_API-retrieve-a-comment,Retrieve comments,start_cursor,Input,String,"If supplied, this endpoint will return a page of results starting after the cursor provided. If not supplied, this endpoint will return the first page of results.",Optional
notion,notion_API-retrieve-a-database,Retrieve a database,database_id,Input,String,An identifier for the Notion database.,Required
notion,notion_API-retrieve-a-page,Retrieve a page,filter_properties,Input,String,"A list of page property value IDs associated with the page. Use this param to limit the response to a specific page property value or values. To retrieve multiple properties, specify each page property ID. For example: `?filter_properties=iAk8&filter_properties=b7dh`.",Optional
notion,notion_API-retrieve-a-page,Retrieve a page,page_id,Input,String,Identifier for a Notion page,Required
notion,notion_API-retrieve-a-page-property,Retrieve a page property item,page_id,Input,String,Identifier for a Notion page,Required
notion,notion_API-retrieve-a-page-property,Retrieve a page property item,page_size,Input,Integer,For paginated properties. The max number of property item objects on a page. The default size is 100,Optional
notion,notion_API-retrieve-a-page-property,Retrieve a page property item,property_id,Input,String,Identifier for a page [property](https://developers.notion.com/reference/page#all-property-values),Required
notion,notion_API-retrieve-a-page-property,Retrieve a page property item,start_cursor,Input,String,For paginated properties.,Optional
notion,notion_API-update-a-block,Update a block,archived,Input,Boolean,Set to true to archive (delete) a block. Set to false to un-archive (restore) a block.,Optional
notion,notion_API-update-a-block,Update a block,block_id,Input,String,Identifier for a Notion block,Required
notion,notion_API-update-a-block,Update a block,type,Input,Object,The [block object `type`](ref:block#block-object-keys) value with the properties to be updated. Currently only `text` (for supported block types) and `checked` (for `to_do` blocks) fields can be updated.,Optional
notion,notion_API-update-a-database,Update a database,database_id,Input,String,identifier for a Notion database,Required
notion,notion_API-update-a-database,Update a database,description,Input,Array,"An array of [rich text objects](https://developers.notion.com/reference/rich-text) that represents the description of the database that is displayed in the Notion UI. If omitted, then the database description remains unchanged.",Optional
notion,notion_API-update-a-database,Update a database,properties,Input,Object,Property schema of database. The keys are the names of properties as they appear in Notion and the values are [property schema objects](https://developers.notion.com/reference/property-schema-object).,Optional
notion,notion_API-update-a-database,Update a database,title,Input,Array,"An array of [rich text objects](https://developers.notion.com/reference/rich-text) that represents the title of the database that is displayed in the Notion UI. If omitted, then the database title remains unchanged.",Optional
open-library,open-library_get_author_info,Get detailed information for a specific author using their Open Library Author Key (e.g. OL23919A).,author_key,Input,String,"The Open Library key for the author (e.g., OL23919A).",Required
open-library,open-library_get_author_photo,Get the URL for an author's photo using their Open Library Author ID (OLID e.g. OL23919A).,olid,Input,String,The Open Library Author ID (OLID) for the author (e.g. OL23919A).,Required
open-library,open-library_get_authors_by_name,Search for author information on Open Library.,name,Input,String,The name of the author to search for.,Required
open-library,open-library_get_book_by_id,"Get detailed information about a book using its identifier (ISBN, LCCN, OCLC, OLID).",idType,Input,String,"The type of identifier used (ISBN, LCCN, OCLC, OLID).",Required
open-library,open-library_get_book_by_id,"Get detailed information about a book using its identifier (ISBN, LCCN, OCLC, OLID).",idValue,Input,String,The value of the identifier.,Required
open-library,open-library_get_book_by_title,Search for a book by its title on Open Library.,title,Input,String,The title of the book to search for.,Required
open-library,open-library_get_book_cover,"Get the URL for a book's cover image using a key (ISBN, OCLC, LCCN, OLID, ID) and value.",key,Input,String,"The type of identifier used (ISBN, OCLC, LCCN, OLID, ID).",Required
open-library,open-library_get_book_cover,"Get the URL for a book's cover image using a key (ISBN, OCLC, LCCN, OLID, ID) and value.",size,Input,String,"The desired size of the cover (S, M, or L).",Optional
open-library,open-library_get_book_cover,"Get the URL for a book's cover image using a key (ISBN, OCLC, LCCN, OLID, ID) and value.",value,Input,String,The value of the identifier.,Required
osm-mcp-server,osm-mcp-server_analyze_commute,"
Perform a detailed commute analysis between home and work locations.

This advanced tool analyzes commute options between two locations (typically home and work),
comparing multiple transportation modes and providing detailed metrics for each option.
Includes estimated travel times, distances, turn-by-turn directions, and other commute-relevant
data. Essential for real estate decisions, lifestyle planning, and workplace relocation analysis.

Args:
    home_latitude: Home location latitude (decimal degrees)
    home_longitude: Home location longitude (decimal degrees)
    work_latitude: Workplace location latitude (decimal degrees)
    work_longitude: Workplace location longitude (decimal degrees)
    modes: List of transportation modes to analyze (options: ""car"", ""foot"", ""bike"")
    depart_at: Optional departure time (format: ""HH:MM"") for time-sensitive routing
    
Returns:
    Comprehensive commute analysis with:
    - Summary comparing all transportation modes
    - Detailed route information for each mode
    - Total distance and duration for each option
    - Turn-by-turn directions
",depart_at,Input,String,,Optional
osm-mcp-server,osm-mcp-server_analyze_commute,"
Perform a detailed commute analysis between home and work locations.

This advanced tool analyzes commute options between two locations (typically home and work),
comparing multiple transportation modes and providing detailed metrics for each option.
Includes estimated travel times, distances, turn-by-turn directions, and other commute-relevant
data. Essential for real estate decisions, lifestyle planning, and workplace relocation analysis.

Args:
    home_latitude: Home location latitude (decimal degrees)
    home_longitude: Home location longitude (decimal degrees)
    work_latitude: Workplace location latitude (decimal degrees)
    work_longitude: Workplace location longitude (decimal degrees)
    modes: List of transportation modes to analyze (options: ""car"", ""foot"", ""bike"")
    depart_at: Optional departure time (format: ""HH:MM"") for time-sensitive routing
    
Returns:
    Comprehensive commute analysis with:
    - Summary comparing all transportation modes
    - Detailed route information for each mode
    - Total distance and duration for each option
    - Turn-by-turn directions
",home_latitude,Input,Number,,Required
osm-mcp-server,osm-mcp-server_analyze_commute,"
Perform a detailed commute analysis between home and work locations.

This advanced tool analyzes commute options between two locations (typically home and work),
comparing multiple transportation modes and providing detailed metrics for each option.
Includes estimated travel times, distances, turn-by-turn directions, and other commute-relevant
data. Essential for real estate decisions, lifestyle planning, and workplace relocation analysis.

Args:
    home_latitude: Home location latitude (decimal degrees)
    home_longitude: Home location longitude (decimal degrees)
    work_latitude: Workplace location latitude (decimal degrees)
    work_longitude: Workplace location longitude (decimal degrees)
    modes: List of transportation modes to analyze (options: ""car"", ""foot"", ""bike"")
    depart_at: Optional departure time (format: ""HH:MM"") for time-sensitive routing
    
Returns:
    Comprehensive commute analysis with:
    - Summary comparing all transportation modes
    - Detailed route information for each mode
    - Total distance and duration for each option
    - Turn-by-turn directions
",home_longitude,Input,Number,,Required
osm-mcp-server,osm-mcp-server_analyze_commute,"
Perform a detailed commute analysis between home and work locations.

This advanced tool analyzes commute options between two locations (typically home and work),
comparing multiple transportation modes and providing detailed metrics for each option.
Includes estimated travel times, distances, turn-by-turn directions, and other commute-relevant
data. Essential for real estate decisions, lifestyle planning, and workplace relocation analysis.

Args:
    home_latitude: Home location latitude (decimal degrees)
    home_longitude: Home location longitude (decimal degrees)
    work_latitude: Workplace location latitude (decimal degrees)
    work_longitude: Workplace location longitude (decimal degrees)
    modes: List of transportation modes to analyze (options: ""car"", ""foot"", ""bike"")
    depart_at: Optional departure time (format: ""HH:MM"") for time-sensitive routing
    
Returns:
    Comprehensive commute analysis with:
    - Summary comparing all transportation modes
    - Detailed route information for each mode
    - Total distance and duration for each option
    - Turn-by-turn directions
",modes,Input,Array,,Optional
